"","new_id","colony","band_number","species_code","age","sex","fat","wing","weight","hour","minute","initials","day","month","year","banding_site","band.size","notes","tag","detected_Motus","measured","Notes","day_end_breeding","month_end_breeding","type","end_date_checked","day_end_colony","month_end_colony","release","last_day","ordinal_release","ordinal_last_day","lat2","lon2","id","count","ordinal_date","count2","date","state_evening","twilight","time_since_sunset","state_morning","sunrise","time_since_sunrise","roost","distance","time_departure","hour_sunset","direction"
"281","161 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,6,161,518400,2015-06-10 05:00:00,NA,2015-06-10 01:37:17,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-11 00:15:25,0,127.261716983016
"330","162 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,7,162,604800,2015-06-11 05:00:00,NA,2015-06-11 01:37:55,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-12 00:16:02,0,127.261716983016
"379","163 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,8,163,691200,2015-06-12 05:00:00,NA,2015-06-12 01:38:30,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-13 00:16:38,0,127.261716983016
"432","164 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,9,164,777600,2015-06-13 05:00:00,NA,2015-06-13 01:39:04,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-14 00:17:12,0,127.261716983016
"485","165 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,10,165,864000,2015-06-14 05:00:00,NA,2015-06-14 01:39:35,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-15 00:17:43,0,127.261716983016
"538","166 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,11,166,950400,2015-06-15 05:00:00,NA,2015-06-15 01:40:05,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-16 00:18:12,0,127.261716983016
"591","167 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,12,167,1036800,2015-06-16 05:00:00,NA,2015-06-16 01:40:32,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-17 00:18:39,0,127.261716983016
"644","168 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,13,168,1123200,2015-06-17 05:00:00,NA,2015-06-17 01:40:57,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-18 00:19:04,0,127.261716983016
"697","169 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,14,169,1209600,2015-06-18 05:00:00,NA,2015-06-18 01:41:19,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-19 00:19:27,0,127.261716983016
"750","170 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,15,170,1296000,2015-06-19 05:00:00,NA,2015-06-19 01:41:40,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-20 00:19:47,0,127.261716983016
"801","171 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,16,171,1382400,2015-06-20 05:00:00,NA,2015-06-20 01:41:58,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-21 00:20:05,0,127.261716983016
"851","172 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,17,172,1468800,2015-06-21 05:00:00,NA,2015-06-21 01:42:13,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-22 00:20:21,0,127.261716983016
"902","173 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,18,173,1555200,2015-06-22 05:00:00,NA,2015-06-22 01:42:27,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-23 00:20:34,0,127.261716983016
"951","174 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,19,174,1641600,2015-06-23 05:00:00,NA,2015-06-23 01:42:38,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-24 00:20:45,0,127.261716983016
"999","175 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,20,175,1728000,2015-06-24 05:00:00,NA,2015-06-24 01:42:46,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-25 00:20:54,0,127.261716983016
"1048","176 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,21,176,1814400,2015-06-25 05:00:00,NA,2015-06-25 01:42:52,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-26 00:21:00,0,127.261716983016
"1094","177 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,22,177,1900800,2015-06-26 05:00:00,NA,2015-06-26 01:42:56,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-27 00:21:03,0,127.261716983016
"1136","178 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,23,178,1987200,2015-06-27 05:00:00,NA,2015-06-27 01:42:57,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-28 00:21:05,0,127.261716983016
"1177","179 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,24,179,2073600,2015-06-28 05:00:00,NA,2015-06-28 01:42:56,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-29 00:21:03,0,127.261716983016
"1217","180 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,25,180,2160000,2015-06-29 05:00:00,NA,2015-06-29 01:42:52,-81.87508,NA,NA,NA,0,77.9888585526273,2015-06-30 00:21:00,0,127.261716983016
"1260","181 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,26,181,2246400,2015-06-30 05:00:00,NA,2015-06-30 01:42:46,-81.87508,NA,NA,NA,0,77.9888585526273,2015-07-01 00:20:53,0,127.261716983016
"1299","182 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,27,182,2332800,2015-07-01 05:00:00,NA,2015-07-01 01:42:37,-81.87508,NA,NA,NA,0,77.9888585526273,2015-07-02 00:20:45,0,127.261716983016
"1335","183 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,28,183,2419200,2015-07-02 05:00:00,NA,2015-07-02 01:42:26,-81.87508,NA,NA,NA,0,77.9888585526273,2015-07-03 00:20:34,0,127.261716983016
"1370","184 213","Thamesford",243050925,"BANS",1,"M",1,95,12.9,1,0,"MF",4,6,2015,"Thamesford",0,"tracker 213",213,"yes","yes","double checked; Looks like really put out at Thamesford.",5,7,"pit","yes",2,7,2015-06-04 05:00:00,2015-07-03 03:59:00,155,184,43.04127027,-81.04961096,213,29,184,2505600,2015-07-03 05:00:00,NA,2015-07-03 01:42:12,-81.87508,NA,NA,NA,0,77.9888585526273,2015-07-04 00:20:20,0,127.261716983016
"69","156 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,0,156,0,2015-06-05 14:00:00,NA,2015-06-05 01:30:03,-81.87508,NA,NA,NA,0,26.9835291270868,2015-06-06 00:08:11,0,170.570191790329
"109","157 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,1,157,86400,2015-06-06 14:00:00,NA,2015-06-06 01:30:50,-81.87508,NA,NA,NA,0,26.9835291270868,2015-06-07 00:08:57,0,170.570191790329
"149","158 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,2,158,172800,2015-06-07 14:00:00,NA,2015-06-07 01:31:35,-81.87508,NA,NA,NA,0,26.9835291270868,2015-06-08 00:09:42,0,170.570191790329
"189","159 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,3,159,259200,2015-06-08 14:00:00,NA,2015-06-08 01:32:18,-81.87508,"departure",2015-06-09 09:08:39,38.6086201747258,1,26.9835291270868,2015-06-09 00:10:25,0,170.570191790329
"235","160 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,4,160,345600,2015-06-09 14:00:00,NA,2015-06-09 01:32:59,-81.87508,"departure",2015-06-10 09:08:24,47.1400720953941,1,26.9835291270868,2015-06-10 00:11:06,0,170.570191790329
"282","161 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,5,161,432000,2015-06-10 14:00:00,NA,2015-06-10 01:33:38,-81.87508,NA,NA,NA,0,26.9835291270868,2015-06-11 00:11:46,0,170.570191790329
"331","162 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,6,162,518400,2015-06-11 14:00:00,"arrival",2015-06-11 01:34:15,-32.2663820544879,"departure",2015-06-12 09:08:01,46.9500391960144,1,26.9835291270868,2015-06-12 01:01:59,1,170.570191790329
"380","163 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,7,163,604800,2015-06-12 14:00:00,NA,2015-06-12 01:34:51,-81.87508,"departure",2015-06-13 09:07:54,38.6784833232562,1,26.9835291270868,2015-06-13 00:12:58,0,170.570191790329
"433","164 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,8,164,691200,2015-06-13 14:00:00,NA,2015-06-13 01:35:24,-81.87508,"departure",2015-06-14 09:07:48,43.6337005496025,1,26.9835291270868,2015-06-14 00:13:32,0,170.570191790329
"486","165 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,9,165,777600,2015-06-14 14:00:00,"arrival",2015-06-14 01:35:55,-55.5546451171239,"departure",2015-06-15 09:07:46,32.7990931709607,1,26.9835291270868,2015-06-15 00:40:22,0,170.570191790329
"539","166 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,10,166,864000,2015-06-15 14:00:00,NA,2015-06-15 01:36:25,-81.87508,"departure",2015-06-16 09:07:45,74.1081063508987,1,26.9835291270868,2015-06-16 00:14:32,0,170.570191790329
"592","167 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,11,167,950400,2015-06-16 14:00:00,"arrival",2015-06-16 01:36:51,-25.280696729819,"departure",2015-06-17 09:07:47,31.1442284623782,1,26.9835291270868,2015-06-17 01:11:35,1,170.570191790329
"645","168 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,12,168,1036800,2015-06-17 14:00:00,"arrival",2015-06-17 01:37:16,-32.2956936875979,"departure",2015-06-18 09:07:51,34.1743246634801,1,26.9835291270868,2015-06-18 01:04:59,1,170.570191790329
"698","169 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,13,169,1123200,2015-06-18 14:00:00,"arrival",2015-06-18 01:37:39,-33.2163850784302,"departure",2015-06-19 09:07:58,43.4153036077817,1,26.9835291270868,2015-06-19 01:04:26,1,170.570191790329
"751","170 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,14,170,1209600,2015-06-19 14:00:00,"arrival",2015-06-19 01:37:59,-6.40859629710515,"departure",2015-06-20 09:08:06,29.6674506862958,1,26.9835291270868,2015-06-20 01:31:35,1,170.570191790329
"802","171 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,15,171,1296000,2015-06-20 14:00:00,"arrival",2015-06-20 01:38:17,-29.6100808580716,"departure",2015-06-21 09:08:18,28.1977610945702,1,26.9835291270868,2015-06-21 01:08:41,1,170.570191790329
"852","172 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,16,172,1382400,2015-06-21 14:00:00,"arrival",2015-06-21 01:38:33,-20.3416414300601,"departure",2015-06-22 09:08:31,32.4732727448146,1,26.9835291270868,2015-06-22 01:18:12,1,170.570191790329
"903","173 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,17,173,1468800,2015-06-22 14:00:00,"arrival",2015-06-22 01:38:46,-65.7078966895739,"departure",2015-06-23 09:08:10,220.804491357009,1,26.9835291270868,2015-06-23 00:33:04,0,170.570191790329
"952","174 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,18,174,1555200,2015-06-23 14:00:00,"arrival",2015-06-23 01:38:57,-17.1012867569923,NA,NA,NA,1,26.9835291270868,2015-06-24 01:21:51,1,170.570191790329
"1000","175 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,19,175,1641600,2015-06-24 14:00:00,"arrival",2015-06-24 01:39:06,-24.5449106613795,NA,NA,NA,1,26.9835291270868,2015-06-25 01:14:33,1,170.570191790329
"1049","176 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,20,176,1728000,2015-06-25 14:00:00,"arrival",2015-06-25 01:39:12,-70.4771859606107,"departure",2015-06-26 09:09:47,98.4362139423688,1,26.9835291270868,2015-06-26 00:28:43,0,170.570191790329
"1095","177 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,21,177,1814400,2015-06-26 14:00:00,"arrival",2015-06-26 01:39:16,-34.5248707930247,NA,NA,NA,1,26.9835291270868,2015-06-27 01:04:44,1,170.570191790329
"1137","178 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,22,178,1900800,2015-06-27 14:00:00,"arrival",2015-06-27 01:39:17,-75.424289838473,NA,NA,NA,1,26.9835291270868,2015-06-28 00:23:51,0,170.570191790329
"1218","180 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,24,180,2073600,2015-06-29 14:00:00,"arrival",2015-06-29 01:39:12,-37.6405908981959,"departure",2015-06-30 09:11:34,71.4892771244049,1,26.9835291270868,2015-06-30 01:01:34,1,170.570191790329
"1261","181 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,25,181,2160000,2015-06-30 14:00:00,"arrival",2015-06-30 01:39:06,-115.567789872487,"departure",2015-07-01 09:12:10,97.5016287128131,1,26.9835291270868,2015-06-29 23:43:32,23,170.570191790329
"1300","182 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,26,182,2246400,2015-07-01 14:00:00,"arrival",2015-07-01 01:38:58,-61.5709480683009,"departure",2015-07-02 09:12:45,85.5916740894318,1,26.9835291270868,2015-07-02 00:37:23,0,170.570191790329
"1336","183 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,27,183,2332800,2015-07-02 14:00:00,"arrival",2015-07-02 01:38:47,-62.166781437397,"departure",2015-07-03 09:14:01,35.0261242111524,1,26.9835291270868,2015-07-03 00:36:37,0,170.570191790329
"1371","184 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,28,184,2419200,2015-07-03 14:00:00,"arrival",2015-07-03 01:38:33,-100.567631721497,"departure",2015-07-04 09:14:00,56.7946946779887,1,26.9835291270868,2015-07-02 23:57:59,23,170.570191790329
"1404","185 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,29,185,2505600,2015-07-04 14:00:00,"arrival",2015-07-04 01:38:17,-93.7495810190837,"departure",2015-07-05 09:14:40,52.8259486714999,1,26.9835291270868,2015-07-05 00:04:32,0,170.570191790329
"1433","186 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,30,186,2592000,2015-07-05 14:00:00,"arrival",2015-07-05 01:37:59,-153.007956608136,"departure",2015-07-06 09:15:22,49.894810684522,1,26.9835291270868,2015-07-04 23:04:58,23,170.570191790329
"1458","187 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,31,187,2678400,2015-07-06 14:00:00,"arrival",2015-07-06 01:37:38,-114.137324643135,"departure",2015-07-07 09:16:05,59.7188063104947,1,26.9835291270868,2015-07-05 23:43:30,23,170.570191790329
"1480","188 214","Simcoe",243050949,"BANS",1,"M",0,102,13.5,10,0,"BS",5,6,2015,"Simcoe",0,"tracker 214, day old chicks",214,"yes","yes","checked dates",2,7,"pit","yes",19,7,2015-06-05 14:00:00,2015-07-20 03:59:00,156,201,42.85777228,-80.3416955,214,32,188,2764800,2015-07-07 14:00:00,"arrival",2015-07-07 01:37:15,-85.6084030151367,"departure",2015-07-08 09:17:29,68.8042015194893,1,26.9835291270868,2015-07-08 00:11:39,0,170.570191790329
