"","new_id","colony","band_number","species_code","age","sex","fat","wing","weight","hour","minute","initials","day","month","year","banding_site","band.size","notes","tag","detected_Motus","measured","Notes","day_end_breeding","month_end_breeding","type","end_date_checked","day_end_colony","month_end_colony","release","last_day","ordinal_release","ordinal_last_day","lat2","lon2","id","count","ordinal_date","count2","date","state_evening","twilight","time_since_sunset","state_morning","sunrise","time_since_sunrise","roost","distance","time_departure","hour_sunset","direction"
"991","175 133","Hayhoe",243050912,"BANS",1,"M",0,109,12.6,10,30,"MF",3,6,2015,"Hayhoe",0,"tracker 133",133,"yes","yes","checked dates",20,6,"lake","yes",30,6,2015-06-03 14:30:00,2015-07-01 03:59:00,154,182,42.65991748,-80.9019113,133,21,175,1814400,2015-06-24 14:30:00,"arrival final",2015-06-24 01:40:26,-89.8449106613795,"departure",2015-06-25 09:10:05,72.8731427629789,1,50.5064573030704,2015-06-25 00:10:35,0,95.4089858209647
"1041","176 133","Hayhoe",243050912,"BANS",1,"M",0,109,12.6,10,30,"MF",3,6,2015,"Hayhoe",0,"tracker 133",133,"yes","yes","checked dates",20,6,"lake","yes",30,6,2015-06-03 14:30:00,2015-07-01 03:59:00,154,182,42.65991748,-80.9019113,133,22,176,1900800,2015-06-25 14:30:00,"arrival final",2015-06-25 01:40:32,-9.65914723475774,"departure",2015-06-26 09:10:27,16.7347874800364,1,50.5064573030704,2015-06-26 01:30:53,1,95.4089858209647
"1087","177 133","Hayhoe",243050912,"BANS",1,"M",0,109,12.6,10,30,"MF",3,6,2015,"Hayhoe",0,"tracker 133",133,"yes","yes","checked dates",20,6,"lake","yes",30,6,2015-06-03 14:30:00,2015-07-01 03:59:00,154,182,42.65991748,-80.9019113,133,23,177,1987200,2015-06-26 14:30:00,NA,2015-06-26 01:40:36,-81.87508,NA,NA,NA,0,50.5064573030704,2015-06-27 00:18:44,0,95.4089858209647
"1129","178 133","Hayhoe",243050912,"BANS",1,"M",0,109,12.6,10,30,"MF",3,6,2015,"Hayhoe",0,"tracker 133",133,"yes","yes","checked dates",20,6,"lake","yes",30,6,2015-06-03 14:30:00,2015-07-01 03:59:00,154,182,42.65991748,-80.9019113,133,24,178,2073600,2015-06-27 14:30:00,NA,2015-06-27 01:40:37,-81.87508,NA,NA,NA,0,50.5064573030704,2015-06-28 00:18:45,0,95.4089858209647
"1170","179 133","Hayhoe",243050912,"BANS",1,"M",0,109,12.6,10,30,"MF",3,6,2015,"Hayhoe",0,"tracker 133",133,"yes","yes","checked dates",20,6,"lake","yes",30,6,2015-06-03 14:30:00,2015-07-01 03:59:00,154,182,42.65991748,-80.9019113,133,25,179,2160000,2015-06-28 14:30:00,NA,2015-06-28 01:40:36,-81.87508,NA,NA,NA,0,50.5064573030704,2015-06-29 00:18:44,0,95.4089858209647
"1210","180 133","Hayhoe",243050912,"BANS",1,"M",0,109,12.6,10,30,"MF",3,6,2015,"Hayhoe",0,"tracker 133",133,"yes","yes","checked dates",20,6,"lake","yes",30,6,2015-06-03 14:30:00,2015-07-01 03:59:00,154,182,42.65991748,-80.9019113,133,26,180,2246400,2015-06-29 14:30:00,"arrival final",2015-06-29 01:40:33,-44.0470280806224,"departure",2015-06-30 09:12:18,43.6328918178876,1,50.5064573030704,2015-06-30 00:56:30,0,95.4089858209647
"1253","181 133","Hayhoe",243050912,"BANS",1,"M",0,109,12.6,10,30,"MF",3,6,2015,"Hayhoe",0,"tracker 133",133,"yes","yes","checked dates",20,6,"lake","yes",30,6,2015-06-03 14:30:00,2015-07-01 03:59:00,154,182,42.65991748,-80.9019113,133,27,181,2332800,2015-06-30 14:30:00,"arrival",2015-06-30 01:40:27,-221.245702385902,"departure",2015-07-01 09:12:29,114.039423549175,1,50.5064573030704,2015-06-29 21:59:12,21,95.4089858209647
"1292","182 133","Hayhoe",243050912,"BANS",1,"M",0,109,12.6,10,30,"MF",3,6,2015,"Hayhoe",0,"tracker 133",133,"yes","yes","checked dates",20,6,"lake","yes",30,6,2015-06-03 14:30:00,2015-07-01 03:59:00,154,182,42.65991748,-80.9019113,133,28,182,2419200,2015-07-01 14:30:00,"arrival",2015-07-01 01:40:19,-57.7815965374311,NA,NA,NA,1,50.5064573030704,2015-07-02 00:42:32,0,95.4089858209647
"19","154 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,0,154,0,2015-06-03 05:00:00,NA,2015-06-03 01:29:14,-81.87508,NA,NA,NA,0,40.1202124594547,2015-06-04 00:07:21,0,93.5797558161347
"36","155 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,1,155,86400,2015-06-04 05:00:00,NA,2015-06-04 01:30:03,-81.87508,NA,NA,NA,0,40.1202124594547,2015-06-05 00:08:11,0,93.5797558161347
"61","156 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,2,156,172800,2015-06-05 05:00:00,NA,2015-06-05 01:30:51,-81.87508,NA,NA,NA,0,40.1202124594547,2015-06-06 00:08:59,0,93.5797558161347
"101","157 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,3,157,259200,2015-06-06 05:00:00,NA,2015-06-06 01:31:37,-81.87508,NA,NA,NA,0,40.1202124594547,2015-06-07 00:09:45,0,93.5797558161347
"141","158 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,4,158,345600,2015-06-07 05:00:00,NA,2015-06-07 01:32:22,-81.87508,NA,NA,NA,0,40.1202124594547,2015-06-08 00:10:29,0,93.5797558161347
"181","159 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,5,159,432000,2015-06-08 05:00:00,NA,2015-06-08 01:33:05,-81.87508,NA,NA,NA,0,40.1202124594547,2015-06-09 00:11:12,0,93.5797558161347
"228","160 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,6,160,518400,2015-06-09 05:00:00,NA,2015-06-09 01:33:46,-81.87508,NA,NA,NA,0,40.1202124594547,2015-06-10 00:11:53,0,93.5797558161347
"274","161 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,7,161,604800,2015-06-10 05:00:00,NA,2015-06-10 01:34:25,-81.87508,NA,NA,NA,0,40.1202124594547,2015-06-11 00:12:32,0,93.5797558161347
"323","162 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,8,162,691200,2015-06-11 05:00:00,NA,2015-06-11 01:35:02,-81.87508,NA,NA,NA,0,40.1202124594547,2015-06-12 00:13:09,0,93.5797558161347
"372","163 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,9,163,777600,2015-06-12 05:00:00,NA,2015-06-12 01:35:37,-81.87508,NA,NA,NA,0,40.1202124594547,2015-06-13 00:13:44,0,93.5797558161347
"425","164 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,10,164,864000,2015-06-13 05:00:00,NA,2015-06-13 01:36:10,-81.87508,NA,NA,NA,0,40.1202124594547,2015-06-14 00:14:17,0,93.5797558161347
"478","165 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,11,165,950400,2015-06-14 05:00:00,NA,2015-06-14 01:36:41,-81.87508,NA,NA,NA,0,40.1202124594547,2015-06-15 00:14:48,0,93.5797558161347
"531","166 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,12,166,1036800,2015-06-15 05:00:00,"arrival final",2015-06-15 01:37:10,0.37225292523702,"departure",2015-06-16 09:08:25,24.7241179625193,1,40.1202124594547,2015-06-16 01:37:32,1,93.5797558161347
"584","167 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,13,167,1123200,2015-06-16 05:00:00,"arrival",2015-06-16 01:37:37,3.92834775050481,"departure",2015-06-17 09:08:27,3.22596787214279,1,40.1202124594547,2015-06-17 01:41:32,1,93.5797558161347
"637","168 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,14,168,1209600,2015-06-17 05:00:00,"arrival",2015-06-17 01:38:01,-12.4788695851962,"departure",2015-06-18 09:08:31,11.2719816327095,1,40.1202124594547,2015-06-18 01:25:33,1,93.5797558161347
"690","169 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,15,169,1296000,2015-06-18 05:00:00,"arrival final",2015-06-18 01:38:24,-26.948856262366,"departure",2015-06-19 09:08:38,8.37906911373138,1,40.1202124594547,2015-06-19 01:11:27,1,93.5797558161347
"743","170 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,16,170,1382400,2015-06-19 05:00:00,"arrival",2015-06-19 01:38:44,-17.9477751612663,"departure",2015-06-20 09:08:47,5.11418327887853,1,40.1202124594547,2015-06-20 01:20:47,1,93.5797558161347
"794","171 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,17,171,1468800,2015-06-20 05:00:00,"arrival final",2015-06-20 01:39:02,9.05817071596781,"departure",2015-06-21 09:08:58,9.36098655462265,1,40.1202124594547,2015-06-21 01:48:06,1,93.5797558161347
"844","172 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,18,172,1555200,2015-06-21 05:00:00,"arrival",2015-06-21 01:39:18,-32.0305960337321,"departure",2015-06-22 09:09:11,20.4365171035131,1,40.1202124594547,2015-06-22 01:07:16,1,93.5797558161347
"895","173 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,19,173,1641600,2015-06-22 05:00:00,"arrival",2015-06-22 01:39:31,-102.39800876379,"departure",2015-06-23 09:09:27,40.5911882042885,1,40.1202124594547,2015-06-21 23:57:07,23,93.5797558161347
"944","174 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,20,174,1728000,2015-06-23 05:00:00,"arrival",2015-06-23 01:39:42,-228.508524731795,"departure",2015-06-24 09:10:29,66.4488235354424,1,40.1202124594547,2015-06-22 21:51:11,21,93.5797558161347
"992","175 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,2015-06-03 05:00:00,2015-06-24 03:59:00,154,175,42.64018157,-80.77668368,134,21,175,1814400,2015-06-24 05:00:00,NA,2015-06-24 01:39:51,-81.87508,NA,NA,NA,0,40.1202124594547,2015-06-25 00:17:58,0,93.5797558161347
"20","154 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,0,154,0,2015-06-03 14:30:00,"arrival final",2015-06-03 01:29:49,23.4330726663272,"departure",2015-06-04 09:11:08,15.0662293990453,1,50.5064573030704,2015-06-04 01:53:15,1,95.4089858209647
"37","155 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,1,155,86400,2015-06-04 14:30:00,"arrival final",2015-06-04 01:30:38,22.4700366894404,"departure",2015-06-05 09:10:41,11.5583733638128,1,50.5064573030704,2015-06-05 01:53:07,1,95.4089858209647
"62","156 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,2,156,172800,2015-06-05 14:30:00,"arrival",2015-06-05 01:31:26,-34.9616013884544,"departure",2015-06-06 09:10:17,6.3450139204661,1,50.5064573030704,2015-06-06 00:56:29,0,95.4089858209647
"102","157 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,3,157,259200,2015-06-06 14:30:00,NA,2015-06-06 01:32:13,-81.87508,"departure",2015-06-07 09:10:39,24.4832189758619,1,50.5064573030704,2015-06-07 00:10:20,0,95.4089858209647
"142","158 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,4,158,345600,2015-06-07 14:30:00,NA,2015-06-07 01:32:57,-81.87508,NA,NA,NA,0,50.5064573030704,2015-06-08 00:11:05,0,95.4089858209647
"182","159 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,5,159,432000,2015-06-08 14:30:00,"arrival final",2015-06-08 01:33:40,-28.662970495224,"departure",2015-06-09 09:09:18,26.1030177394549,1,50.5064573030704,2015-06-09 01:05:00,1,95.4089858209647
"275","161 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,7,161,604800,2015-06-10 14:30:00,"arrival final",2015-06-10 01:35:00,5.92053485711416,"departure",2015-06-11 09:08:51,7.75516303777695,1,50.5064573030704,2015-06-11 01:40:55,1,95.4089858209647
"324","162 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,8,162,691200,2015-06-11 14:30:00,"arrival final",2015-06-11 01:35:37,13.919270225366,"departure",2015-06-12 09:08:41,13.771668668588,1,50.5064573030704,2015-06-12 01:49:32,1,95.4089858209647
"373","163 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,9,163,777600,2015-06-12 14:30:00,"arrival",2015-06-12 01:36:12,3.0181091149648,"departure",2015-06-13 09:08:34,36.4484332362811,1,50.5064573030704,2015-06-13 01:39:13,1,95.4089858209647
"426","164 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,10,164,864000,2015-06-13 14:30:00,"arrival",2015-06-13 01:36:45,-1.84483075141907,"departure",2015-06-14 09:09:12,34.3924477616946,1,50.5064573030704,2015-06-14 01:34:55,1,95.4089858209647
"479","165 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,11,165,950400,2015-06-14 14:30:00,"arrival final",2015-06-14 01:37:16,-0.581067991256714,"departure",2015-06-15 09:08:26,17.1828985452652,1,50.5064573030704,2015-06-15 01:36:41,1,95.4089858209647
"532","166 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,12,166,1036800,2015-06-15 14:30:00,"arrival",2015-06-15 01:37:45,5.91513158877691,NA,NA,NA,1,50.5064573030704,2015-06-16 01:43:40,1,95.4089858209647
"585","167 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,13,167,1123200,2015-06-16 14:30:00,"arrival final",2015-06-16 01:38:12,18.0950144171715,"departure",2015-06-17 09:08:27,2.62596787214279,1,50.5064573030704,2015-06-17 01:56:18,1,95.4089858209647
"638","168 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,14,168,1209600,2015-06-17 14:30:00,"arrival final",2015-06-17 01:38:37,32.4544637481372,"departure",2015-06-18 09:08:31,9.58864829937617,1,50.5064573030704,2015-06-18 02:11:04,2,95.4089858209647
"691","169 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,15,169,1296000,2015-06-18 14:30:00,"arrival final",2015-06-18 01:38:59,-1.29885626236598,"departure",2015-06-19 09:08:38,10.3790691137314,1,50.5064573030704,2015-06-19 01:37:41,1,95.4089858209647
"744","170 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,16,170,1382400,2015-06-19 14:30:00,"arrival final",2015-06-19 01:39:20,31.0022248387337,"departure",2015-06-20 09:08:47,7.9308499455452,1,50.5064573030704,2015-06-20 02:10:20,2,95.4089858209647
"795","171 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,17,171,1468800,2015-06-20 14:30:00,"arrival final",2015-06-20 01:39:37,17.3081707159678,"departure",2015-06-21 09:08:58,17.6109865546226,1,50.5064573030704,2015-06-21 01:56:56,1,95.4089858209647
"845","172 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,18,172,1555200,2015-06-21 14:30:00,"arrival final",2015-06-21 01:39:53,-21.7639293670654,"departure",2015-06-22 09:09:11,21.6031837701797,1,50.5064573030704,2015-06-22 01:18:07,1,95.4089858209647
"896","173 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,19,173,1641600,2015-06-22 14:30:00,"arrival final",2015-06-22 01:40:06,5.9196386774381,"departure",2015-06-23 09:09:27,47.1911882042885,1,50.5064573030704,2015-06-23 01:46:02,1,95.4089858209647
"945","174 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,20,174,1728000,2015-06-23 14:30:00,"arrival final",2015-06-23 01:40:17,9.25921312967936,"departure",2015-06-24 09:09:45,9.57545416355133,1,50.5064573030704,2015-06-24 01:49:33,1,95.4089858209647
"993","175 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,21,175,1814400,2015-06-24 14:30:00,"arrival final",2015-06-24 01:40:26,-1.2949106613795,NA,NA,NA,1,50.5064573030704,2015-06-25 01:39:08,1,95.4089858209647
"1042","176 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,22,176,1900800,2015-06-25 14:30:00,"arrival final",2015-06-25 01:40:32,56.1908527652423,"departure",2015-06-26 09:10:27,3.43478748003642,1,50.5064573030704,2015-06-26 02:36:44,2,95.4089858209647
"1088","177 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,23,177,1987200,2015-06-26 14:30:00,NA,2015-06-26 01:40:36,-81.87508,NA,NA,NA,0,50.5064573030704,2015-06-27 00:18:44,0,95.4089858209647
"1130","178 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,24,178,2073600,2015-06-27 14:30:00,NA,2015-06-27 01:40:37,-81.87508,NA,NA,NA,0,50.5064573030704,2015-06-28 00:18:45,0,95.4089858209647
"1171","179 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,2015-06-03 14:30:00,2015-07-09 03:59:00,154,190,42.65991748,-80.9019113,135,25,179,2160000,2015-06-28 14:30:00,NA,2015-06-28 01:40:36,-81.87508,NA,NA,NA,0,50.5064573030704,2015-06-29 00:18:44,0,95.4089858209647
