,site,tsOrig,dbm,id,state,last_antenna,ts,lat,lon,ordinal_date,hour
1910,OldCut,1436225876,-118.8,127,flyby,3,06/07/2015 23:37,42.58342722,-80.39647167,187,23
940,Breakwater,1436226416,-98.9,127,possible arrival,2,06/07/2015 23:46,42.56109662,-80.28445147,187,23
1366,EastPortBruce,1436306997,-116.1,127,flyby,3,07/07/2015 22:09,42.66175904,-80.90435689,188,22
886,Bolin,1436308996,-91.4,127,flyby,1,07/07/2015 22:43,42.62277164,-80.72186668,188,22
1193,ClearCreek,1436311629,-114,127,flyby,3,07/07/2015 23:27,42.58185569,-80.57631549,188,23
1995,OldCut,1436314346,-90.6,127,flyby,2,08/07/2015 0:12,42.58342722,-80.39647167,189,0
974,Breakwater,1436316606,-102.3,127,arrival,1,08/07/2015 0:50,42.56109662,-80.28445147,189,0
1301,EastPortBruce,1433711052,-116.7,128,possible flyby,2,07/06/2015 21:04,42.66175904,-80.90435689,158,21
2391,WestPortBruce,1434071162,-119.9,128,possible flyby,1,12/06/2015 1:06,42.66152277,-81.06269703,163,1
2392,WestPortBruce,1434143340,-119.2,128,possible flyby,1,12/06/2015 21:09,42.66152277,-81.06269703,163,21
2358,WestPortBruce,1434330918,-108.2,128,possible flyby,1,15/06/2015 1:15,42.66152277,-81.06269703,166,1
1335,EastPortBruce,1434402436,-116.2,128,possible flyby,2,15/06/2015 21:07,42.66175904,-80.90435689,166,21
2435,WestPortBruce,1434492535,-119.2,128,possible flyby,1,16/06/2015 22:08,42.66152277,-81.06269703,167,22
2381,WestPortBruce,1434574883,-120,128,possible flyby,1,17/06/2015 21:01,42.66152277,-81.06269703,168,21
2521,WestPortBruce,1434758906,-119.3,128,possible flyby,1,20/06/2015 0:08,42.66152277,-81.06269703,171,0
2386,WestPortBruce,1434840608,-115.8,128,possible flyby,1,20/06/2015 22:50,42.66152277,-81.06269703,171,22
2388,WestPortBruce,1434928592,-119.1,128,possible flyby,1,21/06/2015 23:16,42.66152277,-81.06269703,172,23
1277,EastPortBruce,1435010834,-117.8,128,possible flyby,2,22/06/2015 22:07,42.66175904,-80.90435689,173,22
2405,WestPortBruce,1435099782,-119.3,128,possible flyby,1,23/06/2015 22:49,42.66152277,-81.06269703,174,22
2529,WestPortBruce,1435189043,-119.1,128,possible flyby,1,24/06/2015 23:37,42.66152277,-81.06269703,175,23
2530,WestPortBruce,1435278709,-114.5,128,possible flyby,1,26/06/2015 0:31,42.66152277,-81.06269703,177,0
2571,WestPortBruce,1435354741,-120.1,128,possible flyby,1,26/06/2015 21:39,42.66152277,-81.06269703,177,21
1386,EastPortBruce,1435619990,-90.5,128,flyby,3,29/06/2015 23:19,42.66175904,-80.90435689,180,23
485,OldCut,1435627002,-92.6,128,arrival,2,30/06/2015 1:16,42.58342722,-80.39647167,181,1
1382,EastPortBruce,1435705831,-95.1,128,flyby,3,30/06/2015 23:10,42.66175904,-80.90435689,181,23
890,Bolin,1435707643,-107,128,flyby,1,30/06/2015 23:40,42.62277164,-80.72186668,181,23
1231,ClearCreek,1435709634,-104.8,128,flyby,3,01/07/2015 0:13,42.58185569,-80.57631549,182,0
2029,OldCut,1435711702,-90.8,128,arrival,2,01/07/2015 0:48,42.58342722,-80.39647167,182,0
1331,EastPortBruce,1435786517,-95.4,128,flyby,3,01/07/2015 21:35,42.66175904,-80.90435689,182,21
876,Bolin,1435790722,-113.6,128,flyby,1,01/07/2015 22:45,42.62277164,-80.72186668,182,22
1175,ClearCreek,1435793281,-104.1,128,flyby,1,01/07/2015 23:28,42.58185569,-80.57631549,182,23
1970,OldCut,1435795028,-90.4,128,arrival,2,01/07/2015 23:57,42.58342722,-80.39647167,182,23
1329,EastPortBruce,1435884061,-102.1,128,flyby,1,03/07/2015 0:41,42.66175904,-80.90435689,184,0
781,Bolin,1435885489,-114.2,128,flyby,1,03/07/2015 1:04,42.62277164,-80.72186668,184,1
1137,ClearCreek,1435886502,-110.5,128,flyby,1,03/07/2015 1:21,42.58185569,-80.57631549,184,1
1771,OldCut,1435887539,-99.8,128,arrival,3,03/07/2015 1:38,42.58342722,-80.39647167,184,1
1582,LongPointEcoAdv,1435968106,-117.1,128,flyby,2,04/07/2015 0:01,42.68979697,-80.34951285,185,0
935,Breakwater,1435970859,-98.3,128,arrival,1,04/07/2015 0:47,42.56109662,-80.28445147,185,0
2367,WestPortBruce,1436046756,-116.3,128,flyby,1,04/07/2015 21:52,42.66152277,-81.06269703,185,21
2135,Walsingham,1436056671,-96.5,128,flyby,3,05/07/2015 0:37,42.63538061,-80.55764544,186,0
1682,OldCut,1436058282,-104.7,128,arrival,2,05/07/2015 1:04,42.58342722,-80.39647167,186,1
625,Aylmer,1436133363,-107.8,128,flyby,2,05/07/2015 21:56,42.80032503,-80.94622411,186,21
2109,Walsingham,1436142944,-112.6,128,flyby,3,06/07/2015 0:35,42.63538061,-80.55764544,187,0
1725,OldCut,1436144445,-94.3,128,arrival,2,06/07/2015 1:00,42.58342722,-80.39647167,187,1
819,Bolin,1436315417,-101.9,128,flyby,1,08/07/2015 0:30,42.62277164,-80.72186668,189,0
1094,ClearCreek,1436316723,-95,128,flyby,1,08/07/2015 0:52,42.58185569,-80.57631549,189,0
1972,OldCut,1436318091,-99.4,128,arrival,2,08/07/2015 1:14,42.58342722,-80.39647167,189,1
1623,LowerBigCreek,1436401246,-113.5,128,flyby,3,09/07/2015 0:20,42.69997167,-80.54340491,190,0
2147,Walsingham,1436401324,-118,128,flyby,3,09/07/2015 0:22,42.63538061,-80.55764544,190,0
1543,LongPointEcoAdv,1436402424,-118.3,128,flyby,2,09/07/2015 0:40,42.68979697,-80.34951285,190,0
1868,OldCut,1436402948,-121.5,128,arrival,3,09/07/2015 0:49,42.58342722,-80.39647167,190,0
621,Aylmer,1436478519,-122,128,flyby,3,09/07/2015 21:48,42.80032503,-80.94622411,190,21
1476,LongPointEcoAdv,1436485645,-119.6,128,flyby,1,09/07/2015 23:47,42.68979697,-80.34951285,190,23
1615,LowerBigCreek,1436486461,-113,128,flyby,3,10/07/2015 0:01,42.69997167,-80.54340491,191,0
2133,Walsingham,1436487256,-117.3,128,flyby,3,10/07/2015 0:14,42.63538061,-80.55764544,191,0
2020,OldCut,1436488536,-99.5,128,flyby,1,10/07/2015 0:35,42.58342722,-80.39647167,191,0
976,Breakwater,1436488909,-108.4,128,arrival,1,10/07/2015 0:41,42.56109662,-80.28445147,191,0
1586,LongPointEcoAdv,1436575382,-108,128,possible arrival,2,11/07/2015 0:43,42.68979697,-80.34951285,192,0
1394,Falconer,1436652356,-116.4,128,flyby,3,11/07/2015 22:05,42.81413538,-80.58483503,192,22
1625,LowerBigCreek,1436660071,-96.9,128,flyby,3,12/07/2015 0:14,42.69997167,-80.54340491,193,0
2150,Walsingham,1436660943,-112.2,128,flyby,3,12/07/2015 0:29,42.63538061,-80.55764544,193,0
1837,OldCut,1436662344,-99,128,flyby,2,12/07/2015 0:52,42.58342722,-80.39647167,193,0
950,Breakwater,1436662681,-112.4,128,arrival,1,12/07/2015 0:58,42.56109662,-80.28445147,193,0
1401,Falconer,1436743695,-113.1,128,flyby,2,12/07/2015 23:28,42.81413538,-80.58483503,193,23
1622,LowerBigCreek,1436745732,-110.9,128,flyby,3,13/07/2015 0:02,42.69997167,-80.54340491,194,0
2112,Walsingham,1436746328,-115.2,128,flyby,3,13/07/2015 0:12,42.63538061,-80.55764544,194,0
1989,OldCut,1436747888,-119.1,128,arrival,1,13/07/2015 0:38,42.58342722,-80.39647167,194,0
1402,Falconer,1436823582,-111.7,128,flyby,2,13/07/2015 21:39,42.81413538,-80.58483503,194,21
1628,LowerBigCreek,1436831232,-111.8,128,flyby,3,13/07/2015 23:47,42.69997167,-80.54340491,194,23
2152,Walsingham,1436832438,-112.2,128,flyby,3,14/07/2015 0:07,42.63538061,-80.55764544,195,0
1030,BSC,1436833285,-91.1,128,flyby,4,14/07/2015 0:21,42.6153719,-80.458146,195,0
1998,OldCut,1436835549,-118.6,128,arrival,1,14/07/2015 0:59,42.58342722,-80.39647167,195,0
1138,ClearCreek,1436908382,-117.9,128,flyby,1,14/07/2015 21:13,42.58185569,-80.57631549,195,21
1812,OldCut,1436916902,-104.3,128,arrival,3,14/07/2015 23:35,42.58342722,-80.39647167,195,23
1581,LongPointEcoAdv,1437008796,-112.2,128,possible arrival,2,16/07/2015 1:06,42.68979697,-80.34951285,197,1
1528,LongPointEcoAdv,1437094239,-120.7,128,arrival final,2,17/07/2015 0:50,42.68979697,-80.34951285,198,0
2073,TurkeyPoint,1437182223,-115,128,possible arrival,1,18/07/2015 1:17,42.71016291,-80.35733073,199,1
1487,LongPointEcoAdv,1437182379,-90.1,128,possible arrival,1,18/07/2015 1:19,42.68979697,-80.34951285,199,1
1449,Hagersville,1437253209,-113.2,128,flyby,1,18/07/2015 21:00,42.98633667,-80.12809833,199,21
2050,TurkeyPoint,1437265764,-103.2,128,flyby,1,19/07/2015 0:29,42.71016291,-80.35733073,200,0
1474,LongPointEcoAdv,1437266417,-110.3,128,arrival,3,19/07/2015 0:40,42.68979697,-80.34951285,200,0
1470,LongPointEcoAdv,1437353081,-114.5,128,possible arrival,2,20/07/2015 0:44,42.68979697,-80.34951285,201,0
1392,Falconer,1437432434,-81,128,possible departure,2,20/07/2015 22:47,42.81413538,-80.58483503,201,22
1611,LowerBigCreek,1437438545,-121.5,128,flyby,3,21/07/2015 0:29,42.69997167,-80.54340491,202,0
1395,Falconer,1437522186,-92.3,128,flyby,3,21/07/2015 23:43,42.81413538,-80.58483503,202,23
1634,LowerBigCreek,1437526316,-112.5,128,flyby,3,22/07/2015 0:51,42.69997167,-80.54340491,203,0
2136,Walsingham,1437526429,-117.6,128,flyby,3,22/07/2015 0:53,42.63538061,-80.55764544,203,0
1935,OldCut,1437527673,-102.7,128,arrival,1,22/07/2015 1:14,42.58342722,-80.39647167,203,1
2654,WestPortBruce,1433380390,-104.2,129,possible departure,2,04/06/2015 1:13,42.66152277,-81.06269703,155,1
2655,WestPortBruce,1433466954,-112.6,129,possible departure,2,05/06/2015 1:15,42.66152277,-81.06269703,156,1
2535,WestPortBruce,1433553384,-115.5,129,possible departure,2,06/06/2015 1:16,42.66152277,-81.06269703,157,1
2536,WestPortBruce,1433639898,-99.4,129,possible departure,2,07/06/2015 1:18,42.66152277,-81.06269703,158,1
2537,WestPortBruce,1433724894,-112.2,129,possible departure,2,08/06/2015 0:54,42.66152277,-81.06269703,159,0
2538,WestPortBruce,1433809933,-102.1,129,possible departure,2,09/06/2015 0:32,42.66152277,-81.06269703,160,0
2429,WestPortBruce,1433898477,-109.7,129,possible departure,2,10/06/2015 1:07,42.66152277,-81.06269703,161,1
2417,WestPortBruce,1433985084,-106.7,129,possible departure,2,11/06/2015 1:11,42.66152277,-81.06269703,162,1
2418,WestPortBruce,1434071279,-103.3,129,possible departure,2,12/06/2015 1:07,42.66152277,-81.06269703,163,1
2459,WestPortBruce,1434157872,-105.1,129,possible departure,2,13/06/2015 1:11,42.66152277,-81.06269703,164,1
2460,WestPortBruce,1434244358,-112,129,possible departure,2,14/06/2015 1:12,42.66152277,-81.06269703,165,1
2394,WestPortBruce,1434330383,-112.3,129,possible departure,2,15/06/2015 1:06,42.66152277,-81.06269703,166,1
2382,WestPortBruce,1434418111,-113.4,129,possible departure,2,16/06/2015 1:28,42.66152277,-81.06269703,167,1
2360,WestPortBruce,1434501148,-105.1,129,possible departure,2,17/06/2015 0:32,42.66152277,-81.06269703,168,0
2397,WestPortBruce,1434589281,-101.9,129,possible departure,2,18/06/2015 1:01,42.66152277,-81.06269703,169,1
2411,WestPortBruce,1434675497,-107.1,129,possible departure,2,19/06/2015 0:58,42.66152277,-81.06269703,170,0
2412,WestPortBruce,1434761835,-99.4,129,possible departure,2,20/06/2015 0:57,42.66152277,-81.06269703,171,0
2413,WestPortBruce,1434849052,-108.4,129,possible departure,2,21/06/2015 1:10,42.66152277,-81.06269703,172,1
2414,WestPortBruce,1434934417,-112.4,129,possible departure,2,22/06/2015 0:53,42.66152277,-81.06269703,173,0
2415,WestPortBruce,1435019647,-107.7,129,possible departure,2,23/06/2015 0:34,42.66152277,-81.06269703,174,0
2357,WestPortBruce,1435106275,-100,129,possible departure,2,24/06/2015 0:37,42.66152277,-81.06269703,175,0
2371,WestPortBruce,1435193038,-106.3,129,possible departure,2,25/06/2015 0:43,42.66152277,-81.06269703,176,0
2363,WestPortBruce,1435272789,-108.7,129,possible departure,2,25/06/2015 22:53,42.66152277,-81.06269703,176,22
2366,WestPortBruce,1435365456,-106.4,129,possible departure,2,27/06/2015 0:37,42.66152277,-81.06269703,178,0
2557,WestPortBruce,1435452900,-110.7,129,possible departure,2,28/06/2015 0:55,42.66152277,-81.06269703,179,0
2558,WestPortBruce,1435539280,-108.7,129,possible departure,2,29/06/2015 0:54,42.66152277,-81.06269703,180,0
2519,WestPortBruce,1435622274,-106.8,129,possible departure,2,29/06/2015 23:57,42.66152277,-81.06269703,180,23
2560,WestPortBruce,1435707774,-105.4,129,possible departure,2,30/06/2015 23:42,42.66152277,-81.06269703,181,23
2561,WestPortBruce,1435790540,-119.6,129,possible departure,2,01/07/2015 22:42,42.66152277,-81.06269703,182,22
2562,WestPortBruce,1435881000,-100.2,129,possible departure,2,02/07/2015 23:50,42.66152277,-81.06269703,183,23
2540,WestPortBruce,1433380329,-111.9,130,possible departure,2,04/06/2015 1:12,42.66152277,-81.06269703,155,1
2582,WestPortBruce,1433467041,-111.8,130,possible departure,2,05/06/2015 1:17,42.66152277,-81.06269703,156,1
2679,WestPortBruce,1433552803,-101.5,130,possible departure,2,06/06/2015 1:06,42.66152277,-81.06269703,157,1
2612,WestPortBruce,1433639877,-110.3,130,possible departure,1,07/06/2015 1:17,42.66152277,-81.06269703,158,1
2667,WestPortBruce,1433724298,-112.5,130,possible departure,2,08/06/2015 0:44,42.66152277,-81.06269703,159,0
2668,WestPortBruce,1433806674,-111.6,130,possible departure,2,08/06/2015 23:37,42.66152277,-81.06269703,159,23
2669,WestPortBruce,1433898950,-112.6,130,possible departure,2,10/06/2015 1:15,42.66152277,-81.06269703,161,1
2657,WestPortBruce,1433984996,-111.8,130,possible departure,2,11/06/2015 1:09,42.66152277,-81.06269703,162,1
2671,WestPortBruce,1434070473,-110,130,possible departure,2,12/06/2015 0:54,42.66152277,-81.06269703,163,0
2660,WestPortBruce,1434158449,-109.5,130,possible departure,1,13/06/2015 1:20,42.66152277,-81.06269703,164,1
2631,WestPortBruce,1434244423,-106.4,130,possible departure,2,14/06/2015 1:13,42.66152277,-81.06269703,165,1
2632,WestPortBruce,1434330306,-113.6,130,possible departure,2,15/06/2015 1:05,42.66152277,-81.06269703,166,1
2633,WestPortBruce,1434416819,-112.9,130,possible departure,2,16/06/2015 1:06,42.66152277,-81.06269703,167,1
2594,WestPortBruce,1434502105,-102.4,130,possible departure,2,17/06/2015 0:48,42.66152277,-81.06269703,168,0
2406,WestPortBruce,1434588598,-107.4,130,possible departure,2,18/06/2015 0:49,42.66152277,-81.06269703,169,0
2636,WestPortBruce,1434676048,-112.5,130,possible departure,2,19/06/2015 1:07,42.66152277,-81.06269703,170,1
2516,WestPortBruce,1434761746,-102,130,possible departure,2,20/06/2015 0:55,42.66152277,-81.06269703,171,0
2517,WestPortBruce,1434849047,-105.2,130,possible departure,2,21/06/2015 1:10,42.66152277,-81.06269703,172,1
2518,WestPortBruce,1434933247,-100.3,130,possible departure,2,22/06/2015 0:34,42.66152277,-81.06269703,173,0
2451,WestPortBruce,1435019711,-103.9,130,possible departure,2,23/06/2015 0:35,42.66152277,-81.06269703,174,0
2601,WestPortBruce,1435106630,-106.1,130,possible departure,1,24/06/2015 0:43,42.66152277,-81.06269703,175,0
2602,WestPortBruce,1435193555,-112.2,130,possible departure,2,25/06/2015 0:52,42.66152277,-81.06269703,176,0
2522,WestPortBruce,1435280388,-112.4,130,possible departure,2,26/06/2015 0:59,42.66152277,-81.06269703,177,0
2427,WestPortBruce,1435365823,-105.9,130,possible departure,2,27/06/2015 0:43,42.66152277,-81.06269703,178,0
2564,WestPortBruce,1435452961,-113.4,130,possible departure,2,28/06/2015 0:56,42.66152277,-81.06269703,179,0
2484,WestPortBruce,1435539645,-109.5,130,possible departure,2,29/06/2015 1:00,42.66152277,-81.06269703,180,1
2566,WestPortBruce,1435626656,-109.3,130,possible departure,2,30/06/2015 1:10,42.66152277,-81.06269703,181,1
2486,WestPortBruce,1435710727,-113.4,130,possible departure,2,01/07/2015 0:32,42.66152277,-81.06269703,182,0
2487,WestPortBruce,1435795686,-85.2,130,departure,1,02/07/2015 0:08,42.66152277,-81.06269703,183,0
1360,EastPortBruce,1435797234,-88.8,130,flyby,2,02/07/2015 0:33,42.66175904,-80.90435689,183,0
808,Bolin,1435798585,-93.9,130,flyby,1,02/07/2015 0:56,42.62277164,-80.72186668,183,0
1215,ClearCreek,1435799434,-89.3,130,flyby,1,02/07/2015 1:10,42.58185569,-80.57631549,183,1
2033,OldCut,1435800301,-102.3,130,arrival,2,02/07/2015 1:25,42.58342722,-80.39647167,183,1
1284,EastPortBruce,1433375567,-79,131,possible departure,3,03/06/2015 23:52,42.66175904,-80.90435689,154,23
1310,EastPortBruce,1433466304,-79.9,131,possible departure,3,05/06/2015 1:05,42.66175904,-80.90435689,156,1
1349,EastPortBruce,1433551349,-79.7,131,possible departure,3,06/06/2015 0:42,42.66175904,-80.90435689,157,0
1300,EastPortBruce,1433638353,-83.5,131,possible departure,3,07/06/2015 0:52,42.66175904,-80.90435689,158,0
1251,EastPortBruce,1433721965,-84.1,131,possible departure,3,08/06/2015 0:06,42.66175904,-80.90435689,159,0
1249,EastPortBruce,1433807833,-76.9,131,possible departure,1,08/06/2015 23:57,42.66175904,-80.90435689,159,23
1292,EastPortBruce,1433897520,-92.3,131,possible departure,3,10/06/2015 0:52,42.66175904,-80.90435689,161,0
1279,EastPortBruce,1433981720,-84.9,131,departure,3,11/06/2015 0:15,42.66175904,-80.90435689,162,0
877,Bolin,1433984027,-96.1,131,flyby,1,11/06/2015 0:53,42.62277164,-80.72186668,162,0
1112,ClearCreek,1433984786,-87.2,131,flyby,1,11/06/2015 1:06,42.58185569,-80.57631549,162,1
999,BSC,1433985489,-113.3,131,flyby,1,11/06/2015 1:18,42.6153719,-80.458146,162,1
1654,OldCut,1433985729,-92,131,arrival,2,11/06/2015 1:22,42.58342722,-80.39647167,162,1
1270,EastPortBruce,1434069654,-83,131,possible departure,3,12/06/2015 0:40,42.66175904,-80.90435689,163,0
1271,EastPortBruce,1434155508,-84.9,131,departure,3,13/06/2015 0:31,42.66175904,-80.90435689,164,0
679,Bolin,1434157259,-96.5,131,flyby,1,13/06/2015 1:00,42.62277164,-80.72186668,164,1
680,Bolin,1434157259,-96.5,131,flyby,1,13/06/2015 1:00,42.62277164,-80.72186668,164,1
1983,OldCut,1434159126,-88.1,131,arrival final,2,13/06/2015 1:32,42.58342722,-80.39647167,164,1
1955,OldCut,1434159212,-116.5,131,sleep time,3,13/06/2015 1:33,42.58342722,-80.39647167,164,1
1371,EastPortBruce,1434242576,-89,131,departure,3,14/06/2015 0:42,42.66175904,-80.90435689,165,0
793,Bolin,1434244305,-89.8,131,flyby,1,14/06/2015 1:11,42.62277164,-80.72186668,165,1
1977,OldCut,1434246666,-81.2,131,arrival final,1,14/06/2015 1:51,42.58342722,-80.39647167,165,1
1918,OldCut,1434246822,-116.4,131,sleep time,3,14/06/2015 1:53,42.58342722,-80.39647167,165,1
1391,EastPortBruce,1434327642,-103,131,possible departure,3,15/06/2015 0:20,42.66175904,-80.90435689,166,0
1351,EastPortBruce,1434415867,-93.7,131,departure,3,16/06/2015 0:51,42.66175904,-80.90435689,167,0
689,Bolin,1434417033,-97.9,131,flyby,1,16/06/2015 1:10,42.62277164,-80.72186668,167,1
1170,ClearCreek,1434417833,-109.4,131,arrival,3,16/06/2015 1:23,42.58185569,-80.57631549,167,1
1332,EastPortBruce,1434502289,-95.8,131,departure,3,17/06/2015 0:51,42.66175904,-80.90435689,168,0
869,Bolin,1434503575,-98.6,131,flyby,2,17/06/2015 1:12,42.62277164,-80.72186668,168,1
1233,ClearCreek,1434504397,-100.9,131,flyby,1,17/06/2015 1:26,42.58185569,-80.57631549,168,1
1080,BSC,1434505285,-117.5,131,flyby,1,17/06/2015 1:41,42.6153719,-80.458146,168,1
1914,OldCut,1434505331,-121.1,131,arrival,2,17/06/2015 1:42,42.58342722,-80.39647167,168,1
1318,EastPortBruce,1434587057,-103.5,131,possible departure,3,18/06/2015 0:24,42.66175904,-80.90435689,169,0
1278,EastPortBruce,1434674977,-96.7,131,possible departure,3,19/06/2015 0:49,42.66175904,-80.90435689,170,0
1347,EastPortBruce,1434762471,-92.5,131,possible departure,3,20/06/2015 1:07,42.66175904,-80.90435689,171,1
1380,EastPortBruce,1434845969,-100.8,131,departure,3,21/06/2015 0:19,42.66175904,-80.90435689,172,0
700,Bolin,1434848464,-94.3,131,flyby,1,21/06/2015 1:01,42.62277164,-80.72186668,172,1
1656,OldCut,1434850891,-100.3,131,arrival final,3,21/06/2015 1:41,42.58342722,-80.39647167,172,1
1894,OldCut,1434851104,-122.5,131,sleep time,3,21/06/2015 1:45,42.58342722,-80.39647167,172,1
1269,EastPortBruce,1434921624,-99,131,departure,3,21/06/2015 21:20,42.66175904,-80.90435689,172,21
826,Bolin,1434922856,-103.2,131,flyby,1,21/06/2015 21:40,42.62277164,-80.72186668,172,21
1033,BSC,1434925666,-104.5,131,flyby,1,21/06/2015 22:27,42.6153719,-80.458146,172,22
1735,OldCut,1434926457,-97.4,131,flyby,3,21/06/2015 22:40,42.58342722,-80.39647167,172,22
926,Breakwater,1434927068,-99.9,131,flyby,1,21/06/2015 22:51,42.56109662,-80.28445147,172,22
1739,OldCut,1434930049,-95.6,131,flyby,3,21/06/2015 23:40,42.58342722,-80.39647167,172,23
1133,ClearCreek,1434932171,-113.9,131,flyby,1,22/06/2015 0:16,42.58185569,-80.57631549,173,0
1740,OldCut,1434933392,-92.8,131,arrival final,2,22/06/2015 0:36,42.58342722,-80.39647167,173,0
1252,EastPortBruce,1435018642,-82.8,131,departure,3,23/06/2015 0:17,42.66175904,-80.90435689,174,0
837,Bolin,1435020845,-79.5,131,flyby,1,23/06/2015 0:54,42.62277164,-80.72186668,174,0
1154,ClearCreek,1435021914,-85.5,131,flyby,1,23/06/2015 1:11,42.58185569,-80.57631549,174,1
1786,OldCut,1435023160,-95.2,131,arrival final,1,23/06/2015 1:32,42.58342722,-80.39647167,174,1
1827,OldCut,1435023224,-107.9,131,sleep time,3,23/06/2015 1:33,42.58342722,-80.39647167,174,1
1258,EastPortBruce,1435102374,-96.8,131,departure,3,23/06/2015 23:32,42.66175904,-80.90435689,174,23
884,Bolin,1435103753,-117.7,131,flyby,2,23/06/2015 23:55,42.62277164,-80.72186668,174,23
1912,OldCut,1435107200,-94.1,131,flyby,2,24/06/2015 0:53,42.58342722,-80.39647167,175,0
927,Breakwater,1435108322,-95.5,131,arrival,1,24/06/2015 1:12,42.56109662,-80.28445147,175,1
1287,EastPortBruce,1435190443,-85.8,131,departure,3,25/06/2015 0:00,42.66175904,-80.90435689,176,0
833,Bolin,1435191643,-110.3,131,flyby,1,25/06/2015 0:20,42.62277164,-80.72186668,176,0
1052,BSC,1435193276,-114,131,flyby,2,25/06/2015 0:47,42.6153719,-80.458146,176,0
1949,OldCut,1435194101,-92,131,arrival,2,25/06/2015 1:01,42.58342722,-80.39647167,176,1
1373,EastPortBruce,1435275779,-88.5,131,departure,3,25/06/2015 23:42,42.66175904,-80.90435689,176,23
1021,BSC,1435280307,-108.8,131,flyby,3,26/06/2015 0:58,42.6153719,-80.458146,177,0
1839,OldCut,1435281222,-97.9,131,arrival,3,26/06/2015 1:13,42.58342722,-80.39647167,177,1
1377,EastPortBruce,1435364010,-87.2,131,departure,3,27/06/2015 0:13,42.66175904,-80.90435689,178,0
731,Bolin,1435366018,-95.2,131,flyby,3,27/06/2015 0:46,42.62277164,-80.72186668,178,0
1721,OldCut,1435368690,-94.3,131,arrival,1,27/06/2015 1:31,42.58342722,-80.39647167,178,1
1376,EastPortBruce,1435453307,-92.2,131,possible departure,1,28/06/2015 1:01,42.66175904,-80.90435689,179,1
1389,EastPortBruce,1435534264,-90.8,131,departure,3,28/06/2015 23:31,42.66175904,-80.90435689,179,23
845,Bolin,1435535603,-120.6,131,flyby,2,28/06/2015 23:53,42.62277164,-80.72186668,179,23
1873,OldCut,1435539142,-87.3,131,flyby,2,29/06/2015 0:52,42.58342722,-80.39647167,180,0
946,Breakwater,1435539579,-113.8,131,arrival,1,29/06/2015 0:59,42.56109662,-80.28445147,180,0
1364,EastPortBruce,1435622439,-87.6,131,departure,1,30/06/2015 0:00,42.66175904,-80.90435689,181,0
739,Bolin,1435624004,-115.7,131,flyby,1,30/06/2015 0:26,42.62277164,-80.72186668,181,0
1002,BSC,1435626122,-109.8,131,flyby,1,30/06/2015 1:02,42.6153719,-80.458146,181,1
1490,LongPointEcoAdv,1435626619,-122.8,131,flyby,2,30/06/2015 1:10,42.68979697,-80.34951285,181,1
1667,OldCut,1435626724,-96.7,131,arrival,2,30/06/2015 1:12,42.58342722,-80.39647167,181,1
283,EastPortBruce,1435671970,-85.6,131,departure,2,30/06/2015 13:46,42.66175904,-80.90435689,181,13
69,Bolin,1435677423,-104.9,131,flyby,2,30/06/2015 15:17,42.62277164,-80.72186668,181,15
573,Werden,1435711606,-121.3,131,arrival,1,01/07/2015 0:46,42.754635,-80.27076109,182,0
1356,EastPortBruce,1435787993,-92.9,131,departure,3,01/07/2015 21:59,42.66175904,-80.90435689,182,21
745,Bolin,1435790217,-111.3,131,flyby,1,01/07/2015 22:36,42.62277164,-80.72186668,182,22
1709,OldCut,1435796446,-91.3,131,arrival,2,02/07/2015 0:20,42.58342722,-80.39647167,183,0
1303,EastPortBruce,1435879319,-84.9,131,departure,3,02/07/2015 23:21,42.66175904,-80.90435689,183,23
708,Bolin,1435882138,-120,131,flyby,1,03/07/2015 0:08,42.62277164,-80.72186668,184,0
2108,Walsingham,1435884180,-112.9,131,flyby,3,03/07/2015 0:43,42.63538061,-80.55764544,184,0
1723,OldCut,1435885451,-97.9,131,arrival,2,03/07/2015 1:04,42.58342722,-80.39647167,184,1
260,EastPortBruce,1435941717,-71.4,131,departure,1,03/07/2015 16:41,42.66175904,-80.90435689,184,16
5,Aylmer,1435944343,-120.9,131,flyby,3,03/07/2015 17:25,42.80032503,-80.94622411,184,17
1477,LongPointEcoAdv,1435962221,-106.8,131,flyby,1,03/07/2015 22:23,42.68979697,-80.34951285,184,22
1664,OldCut,1435966007,-90.1,131,flyby,3,03/07/2015 23:26,42.58342722,-80.39647167,184,23
122,Breakwater,1435969204,-103.8,131,arrival,2,04/07/2015 0:20,42.56109662,-80.28445147,185,0
302,EastPortBruce,1436053795,-97.5,131,departure,3,04/07/2015 23:49,42.66175904,-80.90435689,185,23
16,Bolin,1436054966,-98.2,131,flyby,1,05/07/2015 0:09,42.62277164,-80.72186668,186,0
244,ClearCreek,1436056004,-97.1,131,flyby,1,05/07/2015 0:26,42.58185569,-80.57631549,186,0
1748,OldCut,1436057216,-98.6,131,flyby,2,05/07/2015 0:46,42.58342722,-80.39647167,186,0
106,Breakwater,1436057705,-109.4,131,arrival,1,05/07/2015 0:55,42.56109662,-80.28445147,186,0
267,EastPortBruce,1436225978,-89.5,131,departure,3,06/07/2015 23:39,42.66175904,-80.90435689,187,23
524,Walsingham,1436230329,-105.7,131,flyby,1,07/07/2015 0:52,42.63538061,-80.55764544,188,0
403,OldCut,1436231763,-119.7,131,arrival,1,07/07/2015 1:16,42.58342722,-80.39647167,188,1
