"","X","new_id","colony","band_number","species_code","age","sex","fat","wing","weight","hour","minute","initials","day","month","year","banding_site","band.size","notes","tag","detected_Motus","measured","Notes","day_end_breeding","month_end_breeding","type","end_date_checked","day_end_colony","month_end_colony","release","last_day","ordinal_release","ordinal_last_day","lat2","lon2","id","count","ordinal_date","count2","date","state_evening","twilight","time_since_sunset","state_morning","sunrise","time_since_sunrise","roost","distance","time_departure","hour_sunset","direction","air_temp","precip","precip_rate","cloud_cover","temp","uwind"
"436",1210,"180 133","Hayhoe",243050912,"BANS",1,"M",0,109,12.6,10,30,"MF",3,6,2015,"Hayhoe",0,"tracker 133",133,"yes","yes","checked dates",20,6,"lake","yes",30,6,"2015-06-03 14:30:00","2015-07-01 03:59:00",154,182,42.65991748,-80.9019113,133,26,180,2246400,"2015-06-29 14:30:00","arrival final","2015-06-29 01:40:33",-44.0470280806224,"departure","2015-06-30 09:12:18",43.6328918178876,1,50.5064573030704,"2015-06-30 00:56:30",0,95.4089858209647,292.816171697971,23.3938567402998,7.92413671163527e-08,25.4936604825201,19.8161716979714,-1.14693351487641
"437",1253,"181 133","Hayhoe",243050912,"BANS",1,"M",0,109,12.6,10,30,"MF",3,6,2015,"Hayhoe",0,"tracker 133",133,"yes","yes","checked dates",20,6,"lake","yes",30,6,"2015-06-03 14:30:00","2015-07-01 03:59:00",154,182,42.65991748,-80.9019113,133,27,181,2332800,"2015-06-30 14:30:00","arrival","2015-06-30 01:40:27",-221.245702385902,"departure","2015-07-01 09:12:29",114.039423549175,1,50.5064573030704,"2015-06-29 21:59:12",21,95.4089858209647,293.259158781846,23.3451005688358,1.70940914950403e-06,44.6718752854334,20.2591587818462,-0.538066764317837
"438",1292,"182 133","Hayhoe",243050912,"BANS",1,"M",0,109,12.6,10,30,"MF",3,6,2015,"Hayhoe",0,"tracker 133",133,"yes","yes","checked dates",20,6,"lake","yes",30,6,"2015-06-03 14:30:00","2015-07-01 03:59:00",154,182,42.65991748,-80.9019113,133,28,182,2419200,"2015-07-01 14:30:00","arrival","2015-07-01 01:40:19",-57.7815965374311,NA,NA,NA,1,50.5064573030704,"2015-07-02 00:42:32",0,95.4089858209647,290.08906414044,18.3468365509247,-2.3283064e-10,19.6910498002856,17.0890641404396,2.40289573284927
"439",19,"154 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,0,154,0,"2015-06-03 05:00:00",NA,"2015-06-03 01:29:14",-81.87508,NA,NA,NA,0,40.1202124594547,"2015-06-04 00:07:21",0,93.5797558161347,293.154677673381,14.9455988963662,9.70589906638933e-09,5.5833157786274,20.1546776733809,-4.44848033870767
"440",36,"155 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,1,155,86400,"2015-06-04 05:00:00",NA,"2015-06-04 01:30:03",-81.87508,NA,NA,NA,0,40.1202124594547,"2015-06-05 00:08:11",0,93.5797558161347,295.847943279256,28.7108256242822,-2.3283064e-10,37.7529166778579,22.8479432792556,-0.959173313309009
"441",61,"156 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,2,156,172800,"2015-06-05 05:00:00",NA,"2015-06-05 01:30:51",-81.87508,NA,NA,NA,0,40.1202124594547,"2015-06-06 00:08:59",0,93.5797558161347,290.728874192696,28.2602523360759,2.87938810578041e-05,61.5649469170849,17.7288741926963,0.717632687209963
"442",101,"157 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,3,157,259200,"2015-06-06 05:00:00",NA,"2015-06-06 01:31:37",-81.87508,NA,NA,NA,0,40.1202124594547,"2015-06-07 00:09:45",0,93.5797558161347,291.168967945565,9.03144646185457,-2.3283064e-10,15.7770169403977,18.1689679455652,-2.77411352296203
"443",141,"158 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,4,158,345600,"2015-06-07 05:00:00",NA,"2015-06-07 01:32:22",-81.87508,NA,NA,NA,0,40.1202124594547,"2015-06-08 00:10:29",0,93.5797558161347,295.456215435645,37.42585335286,0.000162745265556683,91.9464103460673,22.456215435645,2.29431393304937
"444",181,"159 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,5,159,432000,"2015-06-08 05:00:00",NA,"2015-06-08 01:33:05",-81.87508,NA,NA,NA,0,40.1202124594547,"2015-06-09 00:11:12",0,93.5797558161347,291.216567863201,34.8569529169891,6.07374618480135e-05,81.8916723403081,18.2165678632011,4.28138147849187
"445",228,"160 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,6,160,518400,"2015-06-09 05:00:00",NA,"2015-06-09 01:33:46",-81.87508,NA,NA,NA,0,40.1202124594547,"2015-06-10 00:11:53",0,93.5797558161347,291.293730872909,21.5209081887797,-2.3283064e-10,19.3799146273417,18.2937308729095,4.11448313941866
"446",274,"161 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,7,161,604800,"2015-06-10 05:00:00",NA,"2015-06-10 01:34:25",-81.87508,NA,NA,NA,0,40.1202124594547,"2015-06-11 00:12:32",0,93.5797558161347,294.52463145664,27.0395207527032,-2.3283064e-10,52.6718200896368,21.5246314566398,8.00208934947679
"447",323,"162 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,8,162,691200,"2015-06-11 05:00:00",NA,"2015-06-11 01:35:02",-81.87508,NA,NA,NA,0,40.1202124594547,"2015-06-12 00:13:09",0,93.5797558161347,292.954346988095,29.9530432143009,-2.3283064e-10,89.1845648444759,19.9543469880948,-1.12700296330325
"448",372,"163 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,9,163,777600,"2015-06-12 05:00:00",NA,"2015-06-12 01:35:37",-81.87508,NA,NA,NA,0,40.1202124594547,"2015-06-13 00:13:44",0,93.5797558161347,289.927006240137,41.4754204455633,2.15348569797167e-05,69.1723845577008,16.9270062401373,4.55365695932562
"449",425,"164 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,10,164,864000,"2015-06-13 05:00:00",NA,"2015-06-13 01:36:10",-81.87508,NA,NA,NA,0,40.1202124594547,"2015-06-14 00:14:17",0,93.5797558161347,293.151129430254,38.2346808823222,2.90677445717981e-05,47.2477555825986,20.1511294302539,-2.02768816992471
"450",478,"165 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,11,165,950400,"2015-06-14 05:00:00",NA,"2015-06-14 01:36:41",-81.87508,NA,NA,NA,0,40.1202124594547,"2015-06-15 00:14:48",0,93.5797558161347,295.215740934501,45.7660533642381,8.3832019007972e-06,78.4130528539669,22.2157409345015,2.42252074197128
"451",531,"166 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,12,166,1036800,"2015-06-15 05:00:00","arrival final","2015-06-15 01:37:10",0.37225292523702,"departure","2015-06-16 09:08:25",24.7241179625193,1,40.1202124594547,"2015-06-16 01:37:32",1,93.5797558161347,294.300937154593,41.1062828537403,4.19517671578493e-05,82.1553677430796,21.3009371545928,2.82034615224398
"452",584,"167 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,13,167,1123200,"2015-06-16 05:00:00","arrival","2015-06-16 01:37:37",3.92834775050481,"departure","2015-06-17 09:08:27",3.22596787214279,1,40.1202124594547,"2015-06-17 01:41:32",1,93.5797558161347,292.594677457194,15.4407759689201,-2.3283064e-10,32.4126089695206,19.5946774571937,0.948572554349296
"453",637,"168 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,14,168,1209600,"2015-06-17 05:00:00","arrival","2015-06-17 01:38:01",-12.4788695851962,"departure","2015-06-18 09:08:31",11.2719816327095,1,40.1202124594547,"2015-06-18 01:25:33",1,93.5797558161347,293.332912383211,32.0910036332735,1.36456626075995e-05,85.5979952764958,20.3329123832114,-1.60554633800445
"454",690,"169 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,15,169,1296000,"2015-06-18 05:00:00","arrival final","2015-06-18 01:38:24",-26.948856262366,"departure","2015-06-19 09:08:38",8.37906911373138,1,40.1202124594547,"2015-06-19 01:11:27",1,93.5797558161347,292.960539897411,35.0258062439598,2.7850893537734e-05,91.3238941055838,19.960539897411,4.07243882121013
"455",743,"170 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,16,170,1382400,"2015-06-19 05:00:00","arrival","2015-06-19 01:38:44",-17.9477751612663,"departure","2015-06-20 09:08:47",5.11418327887853,1,40.1202124594547,"2015-06-20 01:20:47",1,93.5797558161347,291.164798673758,16.6865168312839,-2.3283064e-10,31.0676675922024,18.1647986737578,-1.98846197947407
"456",794,"171 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,17,171,1468800,"2015-06-20 05:00:00","arrival final","2015-06-20 01:39:02",9.05817071596781,"departure","2015-06-21 09:08:58",9.36098655462265,1,40.1202124594547,"2015-06-21 01:48:06",1,93.5797558161347,293.651935097276,35.2198304845195,3.41166739276054e-06,35.6729163892501,20.6519350972764,-1.28695123917479
"457",844,"172 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,18,172,1555200,"2015-06-21 05:00:00","arrival","2015-06-21 01:39:18",-32.0305960337321,"departure","2015-06-22 09:09:11",20.4365171035131,1,40.1202124594547,"2015-06-22 01:07:16",1,93.5797558161347,293.896805460012,23.9830962160113,2.13001442846863e-06,19.7017793029019,20.8968054600116,4.90077047822532
"458",895,"173 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,19,173,1641600,"2015-06-22 05:00:00","arrival","2015-06-22 01:39:31",-102.39800876379,"departure","2015-06-23 09:09:27",40.5911882042885,1,40.1202124594547,"2015-06-21 23:57:07",23,93.5797558161347,294.750670018198,24.7760450260077,5.86038586294091e-06,78.1203394164147,21.7506700181977,5.42300502304194
"459",944,"174 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,20,174,1728000,"2015-06-23 05:00:00","arrival","2015-06-23 01:39:42",-228.508524731795,"departure","2015-06-24 09:10:29",66.4488235354424,1,40.1202124594547,"2015-06-22 21:51:11",21,93.5797558161347,296.200218714161,32.9905685725494,9.52997193950068e-05,59.085511759115,23.2002187141606,-1.13261614423423
"460",992,"175 134","Allensen",243050922,"BANS",1,"F",3,103,14.7,1,0,"MF",3,6,2015,"Allensen",0,"hatchlings tracker 134",134,"yes","yes","double checked",21,6,"lake","yes",23,6,"2015-06-03 05:00:00","2015-06-24 03:59:00",154,175,42.64018157,-80.77668368,134,21,175,1814400,"2015-06-24 05:00:00",NA,"2015-06-24 01:39:51",-81.87508,NA,NA,NA,0,40.1202124594547,"2015-06-25 00:17:58",0,93.5797558161347,294.87647571881,21.2781425653769,-2.3283064e-10,28.723777324154,21.8764757188096,3.21654665565623
"461",20,"154 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,0,154,0,"2015-06-03 14:30:00","arrival final","2015-06-03 01:29:49",23.4330726663272,"departure","2015-06-04 09:11:08",15.0662293990453,1,50.5064573030704,"2015-06-04 01:53:15",1,95.4089858209647,291.084951525729,15.5381866896091,1.04655773877375e-08,6.35975228955003,18.0849515257288,-3.79351503204217
"462",37,"155 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,1,155,86400,"2015-06-04 14:30:00","arrival final","2015-06-04 01:30:38",22.4700366894404,"departure","2015-06-05 09:10:41",11.5583733638128,1,50.5064573030704,"2015-06-05 01:53:07",1,95.4089858209647,293.960864883304,28.7583146356928,-2.3283064e-10,37.8756254341698,20.9608648833038,-0.619651574116314
"463",62,"156 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,2,156,172800,"2015-06-05 14:30:00","arrival","2015-06-05 01:31:26",-34.9616013884544,"departure","2015-06-06 09:10:17",6.3450139204661,1,50.5064573030704,"2015-06-06 00:56:29",0,95.4089858209647,290.041098303082,27.0210883700896,3.03774939257629e-05,60.8484645836176,17.0410983030821,0.152891784152718
"464",102,"157 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,3,157,259200,"2015-06-06 14:30:00",NA,"2015-06-06 01:32:13",-81.87508,"departure","2015-06-07 09:10:39",24.4832189758619,1,50.5064573030704,"2015-06-07 00:10:20",0,95.4089858209647,291.222668176692,9.06653138921137,-2.3283064e-10,15.8590617579008,18.2226681766916,-2.73177767836029
"465",142,"158 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,4,158,345600,"2015-06-07 14:30:00",NA,"2015-06-07 01:32:57",-81.87508,NA,NA,NA,0,50.5064573030704,"2015-06-08 00:11:05",0,95.4089858209647,295.423863724847,37.5789785133623,0.000161621145541654,91.718843478287,22.4238637248472,2.29974890414816
"466",182,"159 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,5,159,432000,"2015-06-08 14:30:00","arrival final","2015-06-08 01:33:40",-28.662970495224,"departure","2015-06-09 09:09:18",26.1030177394549,1,50.5064573030704,"2015-06-09 01:05:00",1,95.4089858209647,290.704433769662,34.0312306665667,6.77826566292227e-05,81.2948465123058,17.7044337696622,4.07624092063829
"467",275,"161 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,7,161,604800,"2015-06-10 14:30:00","arrival final","2015-06-10 01:35:00",5.92053485711416,"departure","2015-06-11 09:08:51",7.75516303777695,1,50.5064573030704,"2015-06-11 01:40:55",1,95.4089858209647,293.146989544643,26.3729515116048,-2.3283064e-10,53.257869579926,20.1469895446426,6.77469211257953
"468",324,"162 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,8,162,691200,"2015-06-11 14:30:00","arrival final","2015-06-11 01:35:37",13.919270225366,"departure","2015-06-12 09:08:41",13.771668668588,1,50.5064573030704,"2015-06-12 01:49:32",1,95.4089858209647,291.862635419312,31.1899627885925,-2.3283064e-10,88.1535017856869,18.8626354193116,-1.7911296662892
"469",373,"163 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,9,163,777600,"2015-06-12 14:30:00","arrival","2015-06-12 01:36:12",3.0181091149648,"departure","2015-06-13 09:08:34",36.4484332362811,1,50.5064573030704,"2015-06-13 01:39:13",1,95.4089858209647,289.189543641696,38.6412699361158,2.06359071909422e-05,69.2618970575172,16.189543641696,3.18010239263069
"470",426,"164 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,10,164,864000,"2015-06-13 14:30:00","arrival","2015-06-13 01:36:45",-1.84483075141907,"departure","2015-06-14 09:09:12",34.3924477616946,1,50.5064573030704,"2015-06-14 01:34:55",1,95.4089858209647,292.827230225214,38.6279705989284,3.25496836294082e-05,47.8777629378391,19.8272302252136,-1.99629749878313
"471",479,"165 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,11,165,950400,"2015-06-14 14:30:00","arrival final","2015-06-14 01:37:16",-0.581067991256714,"departure","2015-06-15 09:08:26",17.1828985452652,1,50.5064573030704,"2015-06-15 01:36:41",1,95.4089858209647,294.363337415801,44.4240795074703,8.63418936926621e-06,77.815165981456,21.3633374158006,2.30374886149488
"472",532,"166 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,12,166,1036800,"2015-06-15 14:30:00","arrival","2015-06-15 01:37:45",5.91513158877691,NA,NA,NA,1,50.5064573030704,"2015-06-16 01:43:40",1,95.4089858209647,294.228754346734,41.1167283029862,4.00795164201552e-05,81.7364446475871,21.2287543467335,2.81663543675014
"473",585,"167 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,13,167,1123200,"2015-06-16 14:30:00","arrival final","2015-06-16 01:38:12",18.0950144171715,"departure","2015-06-17 09:08:27",2.62596787214279,1,50.5064573030704,"2015-06-17 01:56:18",1,95.4089858209647,292.25433994706,15.4294619846587,-2.3283064e-10,33.1661230459387,19.2543399470599,0.805086252458974
"474",638,"168 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,14,168,1209600,"2015-06-17 14:30:00","arrival final","2015-06-17 01:38:37",32.4544637481372,"departure","2015-06-18 09:08:31",9.58864829937617,1,50.5064573030704,"2015-06-18 02:11:04",2,95.4089858209647,293.01842928896,32.5111889526435,1.48691133576303e-05,85.6676366378157,20.0184292889596,-1.39876949270646
"475",691,"169 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,15,169,1296000,"2015-06-18 14:30:00","arrival final","2015-06-18 01:38:59",-1.29885626236598,"departure","2015-06-19 09:08:38",10.3790691137314,1,50.5064573030704,"2015-06-19 01:37:41",1,95.4089858209647,292.620992877573,34.4114737602846,2.74007851263373e-05,90.2748228112729,19.6209928775733,3.93232952406087
"476",744,"170 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,16,170,1382400,"2015-06-19 14:30:00","arrival final","2015-06-19 01:39:20",31.0022248387337,"departure","2015-06-20 09:08:47",7.9308499455452,1,50.5064573030704,"2015-06-20 02:10:20",2,95.4089858209647,290.493923694546,16.8810264511844,-2.3283064e-10,32.0248008833587,17.4939236945455,-2.13788246319794
"477",795,"171 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,17,171,1468800,"2015-06-20 14:30:00","arrival final","2015-06-20 01:39:37",17.3081707159678,"departure","2015-06-21 09:08:58",17.6109865546226,1,50.5064573030704,"2015-06-21 01:56:56",1,95.4089858209647,293.592553406104,34.9315225201012,3.71221165462917e-06,35.7542547548241,20.5925534061038,-1.06433944248693
"478",845,"172 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,18,172,1555200,"2015-06-21 14:30:00","arrival final","2015-06-21 01:39:53",-21.7639293670654,"departure","2015-06-22 09:09:11",21.6031837701797,1,50.5064573030704,"2015-06-22 01:18:07",1,95.4089858209647,293.783004448215,23.6946894581734,2.37203963843189e-06,19.6521867056233,20.7830044482146,4.7520934639946
"479",896,"173 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,19,173,1641600,"2015-06-22 14:30:00","arrival final","2015-06-22 01:40:06",5.9196386774381,"departure","2015-06-23 09:09:27",47.1911882042885,1,50.5064573030704,"2015-06-23 01:46:02",1,95.4089858209647,295.36444405041,40.7603499315556,0.00022118842677027,78.7108796108196,22.3644440504096,0.756614752951992
"480",945,"174 135","Hayhoe",243050913,"BANS",1,"M",0,104,15.3,10,30,"MF",3,6,2015,"Hayhoe",0,"2 eggs + 3? Hatchlings, tracker 135",135,"yes","yes","checked dates",26,6,"lake","yes",8,7,"2015-06-03 14:30:00","2015-07-09 03:59:00",154,190,42.65991748,-80.9019113,135,20,174,1728000,"2015-06-23 14:30:00","arrival final","2015-06-23 01:40:17",9.25921312967936,"departure","2015-06-24 09:09:45",9.57545416355133,1,50.5064573030704,"2015-06-24 01:49:33",1,95.4089858209647,291.432258680152,14.1368521665396,-2.3283064e-10,0.138921741354956,18.4322586801516,3.57987830029027
